Artist,Lyrics,Sentiment
Metallica,"contributorstranslationsespañolbattery lyrics  
 lashing out the action returning the reaction 
 weak are ripped and torn away 
 hypnotizing power crushing all that cower 
 battery is here to stay 
  
  
 smashing through the boundaries lunacy has found me 
 cannot stop the battery 
 pounding out aggression turns into obsession 
 cannot kill the battery 
 cannot kill the family battery is found in me 
 battery battery 
  
   
 crushing all deceivers mashing nonbelievers 
 neverending potency 
 hungry violenceseeker feeding off the weaker 
 breeding on insanity 
  
  
 smashing through the boundaries lunacy has found me 
 cannot stop the battery 
 pounding out aggression turns into obsession 
 cannot kill the battery 
 cannot kill the family battery is found in me 
 battery battery 
 see metallica liveget tickets as low as you might also likeguitar solo 
  
   
 circle of destruction hammer comes crushing 
 powerhouse of energy 
 whipping up a fury dominating flurry 
 we create the battery 
  
  
 smashing through the boundaries lunacy has found me 
 cannot stop the battery 
 pounding out aggression turns into obsession 
 cannot kill the battery 
 cannot kill the family battery is found in me 
 battery battery 
 battery batteryembed",0
Metallica,"contributorsthe unforgiven ii lyrics  
 lay beside me and tell me what they've done 
 and speak the words i wanna hear to make my demons run 
 the door is locked now but it's open if you're true 
 if you can understand the me then i can understand the you 
 lay beside me under wicked sky 
 through black of day dark of night we share this paralyze 
 the door cracks open but there's no sun shining through 
 black heart scarring darker still but there's no sun shining through 
 no there's no sun shining through 
 no there's no sun shining 
  
  
 what i've felt what i've known 
 turn the pages turn the stone 
 behind the door should i open it for you yeah 
 what i've felt what i've known 
 sick and tired i stand alone 
 could you be there 'cause i'm the one who waits for you 
 or are you unforgiven too 
  
   
 come lay beside me this won't hurt i swear 
 she loves me not she loves me still but she'll never love again 
 she lay beside me but she'll be there when i'm gone 
 black heart scarring darker still yes she'll be there when i'm gone 
 yes she'll be there when i'm gone 
 dead sure she'll be there 
 see metallica liveget tickets as low as you might also like 
 what i've felt what i've known 
 turn the pages turn the stone 
 behind the door should i open it for you yeah 
 what i've felt what i've known 
 sick and tired i stand alone 
 could you be there 'cause i'm the one who waits for you 
 or are you unforgiven too 
  
 guitar solo 
  
   
 lay beside me tell me what i've done 
 the door is closed so are your eyes 
 but now i see the sun now i see the sun 
 yes now i see it 
  
  
 what i've felt what i've known 
 turn the pages turn the stone 
 behind the door should i open it for you yeah 
 what i've felt what i've known 
 so sick and tired i stand alone 
 could you be there 'cause i'm the one who waits 
 the one who waits for you oh 
 what i've felt what i've known 
 turn the pages turn the stone 
 behind the door should i open it for you so i dub thee unforgiven 
 what i've felt 
 oh what i've known 
 i take this key never free and i bury it never me in you 
 because you're unforgiven too 
  
 never free never me 
 because you're unforgiven too 
 oh oh ohembed",0
Metallica,"contributorstranslationsdeutschthe four horsemen lyrics  
 by the last breath of the fourth winds blow 
 better raise your ears 
 the sound of hooves knock at your door 
 lock up your wife and children now 
 it's time to wield the blade 
 for now you've got some company 
  
 the horsemen are drawing nearer 
 on leather steeds they ride 
 they've come to take your life 
 on through the dead of night 
 with the four horsemen ride 
 or choose your fate and die 
 aw yeah yeah 
  
   
 you've been dying since the day you were born 
 you know it's all been planned 
 the quartet of deliverance rides 
 a sinner once a sinner twice 
 no need for confession now 
 'cause now you've got the fight of your life 
  
  
 the horsemen are drawing nearer 
 on leather steeds they ride 
 they've come to take your life 
 on through the dead of night 
 with the four horsemen ride 
 or choose your fate and die 
 aw yeah yeah 
 see metallica liveget tickets as low as you might also like break 
  
  
 time has taken its toll on you 
 the lines that crack your face 
 famine your body it has torn through 
 withered in every place 
 pestilence for what you've had to endure 
 and what you have put others through 
 death deliverance for you for sure 
 now there's nothing you can do 
  
  breakguitar solo 
  
   
 so gather round young warriors now 
 and saddle up your steeds 
 killing scores with demon swords 
 now's the death of doers of wrong 
 swing the judgment hammer down 
 safely inside armor blood guts and sweat 
  
 the horsemen are drawing nearer 
 on leather steeds they ride 
 they've come to take your life 
 on through the dead of night 
 with the four horsemen ride 
 or choose your fate and die 
 aw yeah yeah 
  guitar soloembed",0
Metallica,"contributorswhiplash lyrics  
 late at night all systems go you've come to see the show 
 we do our best you're the rest you make it real you know 
 there's a feeling deep inside that drives you fuckin' mad 
 a feeling of a hammerhead you need it oh so bad 
  
  
 adrenaline starts to flow 
 you're thrashing all around 
 acting like a maniac 
 whiplash 
  
   
 bang your head against the stage like you never did before 
 make it ring make it bleed make it really sore 
 in a frenzied madness with your leathers and your spikes 
 heads are bobbing all around it's hot as hell tonight 
  
  
 adrenaline starts to flow 
 you're thrashing all around 
 acting like a maniac 
 whiplash 
   
 here on stage the marshall noise is piercing through your ears 
 it kicks your ass kicks your face exploding feeling nears 
 now's the time to let it rip to let it fuckin' loose 
 we're gathered here to maim and kill 
 'cause this is what we choose 
 see metallica liveget tickets as low as you might also like 
 adrenaline starts to flow 
 you're thrashing all around 
 acting like a maniac 
  
  break 
 here we go 
 guitar solo 
 whiplash 
 guitar solo 
  
   
 the show is through the metal's gone it's time to hit the road 
 another town another gig again we will explode 
 hotel rooms and motorways life out here is raw 
 but we'll never stop we'll never quit 'cause we're metallica 
  
  
 adrenaline starts to flow 
 you're thrashing all around 
 acting like a maniac 
  
  
 whoa whoaembed",0
Metallica,"contributorstranslationsdeutschseek  destroy lyrics 
 all right 
  
   
 we're scanning the scene in the city tonight 
 we're looking for you to start up the fight 
 there's an evil feeling in our brains 
 but it's nothing new you know it drives us insane 
  
 pre 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
  
  
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy 
  
   
 there is no escape and that's for sure 
 this is the end we won't take any more 
 say goodbye to the world you live in 
 you've always been taking and now you're giving 
 see metallica liveget tickets as low as you might also likepre 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
  
  
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy 
  
  break 
 guitar solo 
  
   
 our brains are on fire with the feeling to kill 
 and it won't go away until our dreams are fulfilled 
 there is only one thing on our minds 
 don't try running away 'cause you're the one we will find 
  
 pre 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
 running on our way 
 hiding you will pay 
 dying one thousand deaths 
  
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy 
 searching seek and destroy ahahahahaembed",0
Metallica,"contributorsthe unforgiven iii lyrics  
  
   
 how could he know this new dawn's light 
 would change his life forever 
 set sail to sea but pulled off course 
 by the light of golden treasure 
 was he the one causing pain 
 with his careless dreaming 
 been afraid always afraid 
 of the things he's feeling 
 he could just be gone 
 he would just sail on 
 he'll just sail on 
  
  
 how can i be lost 
 if i've got nowhere to go 
 search for seas of gold 
 how come it's got so cold 
 how can i be lost 
 in remembrance i relive 
 and how can i blame you 
 when it's me i can't forgive 
  
   
 these days drift on inside a fog 
 it's thick and suffocating 
 his sinking life outside its hell 
 inside intoxicating 
 he's run aground like his life 
 water much too shallow 
 slipping fast down with his ship 
 fading in the shadows 
 now a castaway 
 they've all gone away 
 they've gone away 
 see metallica liveget tickets as low as you might also like 
 how can i be lost 
 if i've got nowhere to go 
 search for seas of gold 
 how come it's got so cold 
 how can i be lost 
 in remembrance i relive 
 and how can i blame you 
 when it's me i can't forgive 
  
  
 forgive me 
 forgive me not 
 forgive me 
 forgive me not 
 forgive me 
 forgive me not 
 forgive me 
 forgive me why can't i forgive me 
  
 guitar solo 
  
   
 set sail to sea but pulled off course 
 by the light of golden treasure 
 how could he know this new dawn's light 
 would change his life forever 
  
 how can i be lost 
 if i've got nowhere to go 
 search for seas of gold 
 how come it's got so cold 
 how can i be lost 
 in remembrance i relive 
 so how can i blame you 
 when it's me i can't forgiveembed",0
Metallica,"contributorsto live is to die lyrics    
  
 interlude 
 when a man lies he murders some part of the world 
 these are the pale deaths which men miscall their lives 
 all this i cannot bear to witness any longer 
 cannot the kingdom of salvation take me home 
    see metallica liveget tickets as low as you might also likeembed",0
Metallica,"contributorsdisposable heroes lyrics  
 bodies fill the fields i see hungry heroes end 
 no one to play soldier now no one to pretend 
 running blind through killing fields bred to kill them all 
 victim of what said should be a servant 'til i fall 
  
 pre 
 soldier boy made of clay now an empty shell 
 twentyone only son but he served us well 
 bred to kill not to care do just as we say 
 finished here greeting death he's yours to take away 
  
  
 back to the front 
 you will do what i say when i say 
 back to the front 
 you will die when i say you must die 
 back to the front 
 you coward you servant you blind man 
  
   
 barking of machinegun fire does nothing to me now 
 sounding of the clock that ticks get used to it somehow 
 more a man more stripes you wear glory seeker trends 
 bodies fill the fields i see the slaughter never ends 
 see metallica liveget tickets as low as you might also likepre 
 soldier boy made of clay now an empty shell 
 twentyone only son but he served us well 
 bred to kill not to care do just as we say 
 finished here greeting death he's yours to take away 
  
  
 back to the front 
 you will do what i say when i say 
 back to the front 
 you will die when i say you must die 
 back to the front 
 you coward you servant you blind man 
  
  
 why am i dying 
 kill have no fear 
 lie live off lying 
 hell hell is here 
  
 guitar solo 
  
  
 why am i dying 
 kill have no fear 
 lie live off lying 
 hell hell is here 
 i was born for dying 
   
 life planned out before my birth nothing could i say 
 had no chance to see myself molded day by day 
 looking back i realize nothing have i done 
 left to die with only friend alone i clench my gun 
  
 pre 
 soldier boy made of clay now an empty shell 
 twentyone only son but he served us well 
 bred to kill not to care do just as we say 
 finished here greeting death he's yours to take away 
  
  
 back to the front 
 you will do what i say when i say 
 back to the front 
 you will die when i say you must die 
 back to the front 
 you coward you servant you blind man 
 back to the front 
  
  
 back to the front 
 back to the front 
 back to the front 
 back to the frontembed",0
Metallica,"contributorstranslationsdeutschharvester of sorrow lyrics  
 my life suffocates planting the seeds of hate 
 i've loved turned to hate trapped far beyond my fate 
 i give you take this life that i forsake 
 been cheated of my youth you've turned this lie to truth 
  
 pre 
 anger misery you'll suffer unto me 
  
  
 harvester of sorrow language of the mad 
 harvester of sorrow 
  
   
 pure black looking clear my work is done soon here 
 try getting back to me get back which used to be 
 drink up shoot in let the beatings begin 
 distributor of pain your loss becomes my gain 
  
 pre 
 anger misery you'll suffer unto me 
  
  
 harvester of sorrow language of the mad 
 harvester of sorrow 
 see metallica liveget tickets as low as you might also likerrruoah 
 guitar solo 
  
   
 all have said their prayers invade their nightmares 
 to see into my eyes you'll find where murder lies 
 infanticide 
  
  
 harvester of sorrow language of the mad 
 harvester of sorrow language of the mad 
  
  
 harvester of sorrow 
 harvester of sorrow 
 harvester of sorrow 
 harvester of sorrow 
 harvester of sorrow 
 harvester of sorrowembed",0
Metallica,"contributorsst anger lyrics 
 saint anger 'round my neck 
 saint anger 'round my neck 
 he never gets respect 
 saint anger 'round my neck 
  
 pre 
 you flush it out you flush it out saint anger 'round my neck 
 you flush it out you flush it out he never gets respect 
 you flush it out you flush it out saint anger 'round my neck 
 you flush it out you flush it out he never gets respect 
  
  
 fuck it all and no regrets 
 i hit the lights on these dark sets 
 i need a voice to let myself 
 to let myself go free 
 fuck it all and fucking no regrets 
 i hit the lights on these dark sets 
 medallion noose i hang myself 
 saint anger 'round my neck 
  
 post 
 i feel my world shake 
 like an earthquake 
 hard to see clear 
 is it me is it fear 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 see metallica liveget tickets as low as you might also like 
 saint anger 'round my neck 
 saint anger 'round my neck 
 he never gets respect 
 saint anger 'round my neck 
  
 pre 
 you flush it out you flush it out saint anger 'round my neck 
 you flush it out you flush it out he never gets respect 
 you flush it out you flush it out saint anger 'round my neck 
 you flush it out you flush it out he never gets respect 
  
 ooh 
  
  
 fuck it all and no regrets 
 i hit the lights on these dark sets 
 i need a voice to let myself 
 to let myself go free 
 fuck it all and fucking no regrets 
 i hit the lights on these dark sets 
 medallion noose i hang myself 
 saint anger 'round my neck 
  
 post 
 i feel my world shake 
 like an earthquake 
 hard to see clear 
 is it me is it fear 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
  
 and i want my anger to be healthy 
 and i want my anger just for me 
 and i need my anger not to control 
 yeah and i want my anger to be me 
 and i need to set my anger free 
 and i need to set my anger free 
 and i need to set my anger free 
 and i need to set my anger free 
 set it free 
  
  
 fuck it all and no regrets 
 i hit the lights on these dark sets 
 i need a voice to let myself 
 to let myself go free 
 fuck it all and fucking no regrets 
 i hit the lights on these dark sets 
 medallion noose i hang myself 
 saint anger 'round my neck 
  
 post 
 i feel my world shake 
 like an earthquake 
 hard to see clear 
 is it me is it fear 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with you 
 i'm madly in anger with youembed",0
Metallica,"contributorsthe thing that should not be lyrics  
 messenger of fear in sight 
 dark deception kills the light 
 hybrid children watch the sea 
 pray for father roaming free 
  
  
 fearless wretch insanity 
 he watches lurking beneath the sea 
 great old one forbidden site 
 he searches hunter of the shadows is rising 
 immortal 
 in madness you dwell 
  
   
 crawling chaos underground 
 cult has summoned twisted sound 
 out from ruins once possessed 
 fallen city living death 
  
  
 fearless wretch insanity 
 he watches lurking beneath the sea 
 timeless sleep has been upset 
 he awakens hunter of the shadows is rising 
 immortal 
 in madness you dwell 
 see metallica liveget tickets as low as you might also likeguitar solo 
  
 refrain 
 in madness you dwell 
  
   
 not dead which eternal lie 
 stranger eons death may die 
 drain you of your sanity 
 face the thing that should not be 
  
  
 fearless wretch insanity 
 he watches lurking beneath the sea 
 great old one forbidden site 
 he searches hunter of the shadows is rising 
 immortal 
 in madness you dwellembed",0
Metallica,"contributorsking nothing lyrics  
 wish i may 
 wish i might 
 have this i wish tonight 
 are you satisfied 
 dig for gold 
 dig for fame 
 you dig to make your name 
 are you pacified 
  
 pre 
 all the wants you waste 
 all the things you've chased 
  
  
 then it all crashes down 
 and you break your crown 
 and you point your finger 
 but there's no one around 
 just want one thing 
 just to play the king 
 but the castle's crumbled 
 and you're left with just a name 
 where's your crown king nothing 
 where's your crown 
 see metallica liveget tickets as low as you might also like  
 hot and cold 
 bought and sold 
 a heart as hard as gold yeah 
 are you satisfied 
 wish i might 
 wish i may 
 you wish your life away 
 are you pacified 
  
 pre 
 all the wants you waste 
 all the things you've chased 
  
  
 then it all crashes down 
 and you break your crown 
 and you point your finger 
 but there's no one around 
 just want one thing 
 just to play the king 
 but the castle's crumbled 
 and you're left with just a name 
 where's your crown king nothing 
 where's your crown 
 post 
 oh nothing 
 oh where's your crown 
  
 guitar solo 
  
  
 i wish i may 
 i wish i might 
 have this wish i wish tonight 
 i want that star 
 i want it now 
 i want it all and i don't care how 
 careful what you wish 
 careful what you say 
 careful what you wish 
 you may regret it 
 careful what you wish 
 you just might get it 
  
  
 then it all crashes down 
 and you break your crown 
 and you point your finger 
 but there's no one around 
 just want one thing 
 just to play the king 
 but the castle's crumbled 
 and you're left with just a name 
 where's your crown king nothing 
  
 nothing 
 no you're just nothing 
 where's your crown king nothing 
 no you're just nothing 
 absolutely nothing 
 off to nevernever landembed",0
Metallica,"contributorsatlas rise lyrics  
 bitterness and burden 
 curses thrust on thee 
 solitaire and sorrow 
 all eternity 
 save the earth and claim perfection 
 deem the masses blame rejection 
 hold the pose feign perception 
 grudges break your back 
  
 pre 
 all you bear 
 all you carry 
 all you bear 
 place it right on 
 right on me 
  
  
 die as you suffer in vain 
 own all the grief and the pain 
 die as you hold up the skies 
 atlas rise 
 how does it feel on your own 
 bound by the world all alone 
 crushed under heavy skies 
 atlas rise 
 see metallica liveget tickets as low as you might also like  
 crucify and witness 
 circling the sun 
 bastardized in ruin 
 what have you become 
 blame the world and blame your maker 
 wish 'em to the undertaker 
 crown yourself the other savior 
 so you carry on 
  
 pre 
 all you bear 
 all you carry 
 all you bear 
 place it right on 
 right on me 
  
  
 die as you suffer in vain 
 own all the grief and the pain 
 die as you hold up the skies 
 atlas rise 
 how does it feel on your own 
 bound by the world all alone 
 crushed under heavy skies 
 crushed under heavy skies 
 atlas rise 
 guitar solo 
  
   
 masquerade as maker 
 heavy is the crown 
 beaten down and broken 
 drama wears you down 
 overload the martyr stumbles 
 hit the ground and heaven crumbles 
 all alone thy fears shall humble 
 swallow all your pride 
  
 pre 
 all you bear 
 all you carry 
 all you bear 
 place it right on 
 right on me 
  
  
 die as you suffer in vain 
 own all the grief and the pain 
 die as you hold up the skies 
 atlas rise 
 how does it feel on your own 
 bound by the world all alone 
 crushed under heavy skies 
 crushed under heavy skies 
 atlas riseembed",0
